branch,construction_source,model,dataset,side,layer,method,rho,decode_mode
fixed,ascend,whisper,ascend_eval,encoder,29,raw,0.5,official_standard
fixed,ascend,whisper,cs_dialogue_dev_select,encoder,29,raw,1.0,greedy
fixed,ascend,whisper,seame_dev_man,encoder,29,raw,1.0,greedy
fixed,ascend,whisper,seame_dev_sge,encoder,29,raw,1.0,greedy
fixed,ascend,whisper,ascend_eval,encoder,29,raw,1.0,greedy
fixed,ascend,whisper,cs_dialogue_dev_select,encoder,29,raw,1.0,official_standard
fixed,ascend,whisper,seame_dev_man,encoder,29,raw,1.0,official_standard
fixed,ascend,whisper,seame_dev_sge,encoder,29,raw,1.0,official_standard
fixed,ascend,whisper,ascend_eval,encoder,29,raw,1.0,official_standard
fixed,ascend,whisper,cs_dialogue_dev_select,encoder,29,raw,2.0,greedy
fixed,ascend,whisper,seame_dev_man,encoder,29,raw,2.0,greedy
fixed,ascend,whisper,seame_dev_sge,encoder,29,raw,2.0,greedy
fixed,ascend,whisper,ascend_eval,encoder,29,raw,2.0,greedy
fixed,ascend,whisper,cs_dialogue_dev_select,encoder,29,raw,2.0,official_standard
fixed,ascend,whisper,seame_dev_man,encoder,29,raw,2.0,official_standard
fixed,ascend,whisper,seame_dev_sge,encoder,29,raw,2.0,official_standard
fixed,ascend,whisper,ascend_eval,encoder,29,raw,2.0,official_standard
fixed,ascend,whisper,cs_dialogue_dev_select,encoder,29,raw,4.0,greedy
fixed,ascend,whisper,seame_dev_man,encoder,29,raw,4.0,greedy
fixed,ascend,whisper,seame_dev_sge,encoder,29,raw,4.0,greedy
fixed,ascend,whisper,ascend_eval,encoder,29,raw,4.0,greedy
fixed,ascend,whisper,cs_dialogue_dev_select,encoder,29,raw,4.0,official_standard
fixed,ascend,whisper,seame_dev_man,encoder,29,raw,4.0,official_standard
fixed,ascend,whisper,seame_dev_sge,encoder,29,raw,4.0,official_standard
fixed,ascend,whisper,ascend_eval,encoder,29,raw,4.0,official_standard
fixed,ascend,whisper,cs_dialogue_dev_select,encoder,29,raw,6.0,greedy
fixed,ascend,whisper,seame_dev_man,encoder,29,raw,6.0,greedy
fixed,ascend,whisper,seame_dev_sge,encoder,29,raw,6.0,greedy
fixed,ascend,whisper,ascend_eval,encoder,29,raw,6.0,greedy
fixed,ascend,whisper,cs_dialogue_dev_select,encoder,29,raw,6.0,official_standard
fixed,ascend,whisper,seame_dev_man,encoder,29,raw,6.0,official_standard
fixed,ascend,whisper,seame_dev_sge,encoder,29,raw,6.0,official_standard
fixed,ascend,whisper,ascend_eval,encoder,29,raw,6.0,official_standard
fixed,ascend,whisper,cs_dialogue_dev_select,encoder,30,raw,0.5,greedy
fixed,ascend,whisper,seame_dev_man,encoder,30,raw,0.5,greedy
fixed,ascend,whisper,seame_dev_sge,encoder,30,raw,0.5,greedy
fixed,ascend,whisper,ascend_eval,encoder,30,raw,0.5,greedy
fixed,ascend,whisper,cs_dialogue_dev_select,encoder,30,raw,0.5,official_standard
fixed,ascend,whisper,seame_dev_man,encoder,30,raw,0.5,official_standard
fixed,ascend,whisper,seame_dev_sge,encoder,30,raw,0.5,official_standard
fixed,ascend,whisper,ascend_eval,encoder,30,raw,0.5,official_standard
fixed,ascend,whisper,cs_dialogue_dev_select,encoder,30,raw,1.0,greedy
fixed,ascend,whisper,seame_dev_man,encoder,30,raw,1.0,greedy
fixed,ascend,whisper,seame_dev_sge,encoder,30,raw,1.0,greedy
fixed,ascend,whisper,ascend_eval,encoder,30,raw,1.0,greedy
fixed,ascend,whisper,cs_dialogue_dev_select,encoder,30,raw,1.0,official_standard
fixed,ascend,whisper,seame_dev_man,encoder,30,raw,1.0,official_standard
fixed,ascend,whisper,seame_dev_sge,encoder,30,raw,1.0,official_standard
fixed,ascend,whisper,ascend_eval,encoder,30,raw,1.0,official_standard
fixed,ascend,whisper,cs_dialogue_dev_select,encoder,30,raw,2.0,greedy
fixed,ascend,whisper,seame_dev_man,encoder,30,raw,2.0,greedy
fixed,ascend,whisper,seame_dev_sge,encoder,30,raw,2.0,greedy
fixed,ascend,whisper,ascend_eval,encoder,30,raw,2.0,greedy
fixed,ascend,whisper,cs_dialogue_dev_select,encoder,30,raw,2.0,official_standard
fixed,ascend,whisper,seame_dev_man,encoder,30,raw,2.0,official_standard
fixed,ascend,whisper,seame_dev_sge,encoder,30,raw,2.0,official_standard
fixed,ascend,whisper,ascend_eval,encoder,30,raw,2.0,official_standard
fixed,ascend,whisper,cs_dialogue_dev_select,encoder,30,raw,4.0,greedy
fixed,ascend,whisper,seame_dev_man,encoder,30,raw,4.0,greedy
fixed,ascend,whisper,seame_dev_sge,encoder,30,raw,4.0,greedy
fixed,ascend,whisper,ascend_eval,encoder,30,raw,4.0,greedy
fixed,ascend,whisper,cs_dialogue_dev_select,encoder,30,raw,4.0,official_standard
fixed,ascend,whisper,seame_dev_man,encoder,30,raw,4.0,official_standard
fixed,ascend,whisper,seame_dev_sge,encoder,30,raw,4.0,official_standard
fixed,ascend,whisper,ascend_eval,encoder,30,raw,4.0,official_standard
fixed,ascend,whisper,cs_dialogue_dev_select,encoder,30,raw,6.0,greedy
fixed,ascend,whisper,seame_dev_man,encoder,30,raw,6.0,greedy
fixed,ascend,whisper,seame_dev_sge,encoder,30,raw,6.0,greedy
fixed,ascend,whisper,ascend_eval,encoder,30,raw,6.0,greedy
fixed,ascend,whisper,cs_dialogue_dev_select,encoder,30,raw,6.0,official_standard
fixed,ascend,whisper,seame_dev_man,encoder,30,raw,6.0,official_standard
fixed,ascend,whisper,seame_dev_sge,encoder,30,raw,6.0,official_standard
fixed,ascend,whisper,ascend_eval,encoder,30,raw,6.0,official_standard
fixed,ascend,whisper,cs_dialogue_dev_select,encoder,31,raw,0.5,greedy
fixed,ascend,whisper,seame_dev_man,encoder,31,raw,0.5,greedy
fixed,ascend,whisper,seame_dev_sge,encoder,31,raw,0.5,greedy
fixed,ascend,whisper,ascend_eval,encoder,31,raw,0.5,greedy
fixed,ascend,whisper,cs_dialogue_dev_select,encoder,31,raw,0.5,official_standard
fixed,ascend,whisper,seame_dev_man,encoder,31,raw,0.5,official_standard
fixed,ascend,whisper,seame_dev_sge,encoder,31,raw,0.5,official_standard
fixed,ascend,whisper,ascend_eval,encoder,31,raw,0.5,official_standard
fixed,ascend,whisper,cs_dialogue_dev_select,encoder,31,raw,1.0,greedy
fixed,ascend,whisper,seame_dev_man,encoder,31,raw,1.0,greedy
fixed,ascend,whisper,seame_dev_sge,encoder,31,raw,1.0,greedy
fixed,ascend,whisper,ascend_eval,encoder,31,raw,1.0,greedy
fixed,ascend,whisper,cs_dialogue_dev_select,encoder,31,raw,1.0,official_standard
fixed,ascend,whisper,seame_dev_man,encoder,31,raw,1.0,official_standard
fixed,ascend,whisper,seame_dev_sge,encoder,31,raw,1.0,official_standard
fixed,ascend,whisper,ascend_eval,encoder,31,raw,1.0,official_standard
fixed,ascend,whisper,cs_dialogue_dev_select,encoder,31,raw,2.0,greedy
fixed,ascend,whisper,seame_dev_man,encoder,31,raw,2.0,greedy
fixed,ascend,whisper,seame_dev_sge,encoder,31,raw,2.0,greedy
fixed,ascend,whisper,ascend_eval,encoder,31,raw,2.0,greedy
fixed,ascend,whisper,cs_dialogue_dev_select,encoder,31,raw,2.0,official_standard
fixed,ascend,whisper,seame_dev_man,encoder,31,raw,2.0,official_standard
fixed,ascend,whisper,seame_dev_sge,encoder,31,raw,2.0,official_standard
fixed,ascend,whisper,ascend_eval,encoder,31,raw,2.0,official_standard
fixed,ascend,whisper,cs_dialogue_dev_select,encoder,31,raw,4.0,greedy
fixed,ascend,whisper,seame_dev_man,encoder,31,raw,4.0,greedy
fixed,ascend,whisper,seame_dev_sge,encoder,31,raw,4.0,greedy
fixed,ascend,whisper,ascend_eval,encoder,31,raw,4.0,greedy
fixed,ascend,whisper,cs_dialogue_dev_select,encoder,31,raw,4.0,official_standard
fixed,ascend,whisper,seame_dev_man,encoder,31,raw,4.0,official_standard
fixed,ascend,whisper,seame_dev_sge,encoder,31,raw,4.0,official_standard
fixed,ascend,whisper,ascend_eval,encoder,31,raw,4.0,official_standard
fixed,ascend,whisper,cs_dialogue_dev_select,encoder,31,raw,6.0,greedy
fixed,ascend,whisper,seame_dev_man,encoder,31,raw,6.0,greedy
fixed,ascend,whisper,seame_dev_sge,encoder,31,raw,6.0,greedy
fixed,ascend,whisper,ascend_eval,encoder,31,raw,6.0,greedy
fixed,ascend,whisper,cs_dialogue_dev_select,encoder,31,raw,6.0,official_standard
fixed,ascend,whisper,seame_dev_man,encoder,31,raw,6.0,official_standard
fixed,ascend,whisper,seame_dev_sge,encoder,31,raw,6.0,official_standard
fixed,ascend,whisper,ascend_eval,encoder,31,raw,6.0,official_standard
fixed,ascend,whisper,cs_dialogue_dev_select,decoder,0,raw,0.5,greedy
fixed,ascend,whisper,seame_dev_man,decoder,0,raw,0.5,greedy
fixed,ascend,whisper,seame_dev_sge,decoder,0,raw,0.5,greedy
fixed,ascend,whisper,ascend_eval,decoder,0,raw,0.5,greedy
fixed,ascend,whisper,cs_dialogue_dev_select,decoder,0,raw,0.5,official_standard
fixed,ascend,whisper,seame_dev_man,decoder,0,raw,0.5,official_standard
fixed,ascend,whisper,seame_dev_sge,decoder,0,raw,0.5,official_standard
fixed,ascend,whisper,ascend_eval,decoder,0,raw,0.5,official_standard
fixed,ascend,whisper,cs_dialogue_dev_select,decoder,0,raw,1.0,greedy
fixed,ascend,whisper,seame_dev_man,decoder,0,raw,1.0,greedy
fixed,ascend,whisper,seame_dev_sge,decoder,0,raw,1.0,greedy
fixed,ascend,whisper,ascend_eval,decoder,0,raw,1.0,greedy
fixed,ascend,whisper,cs_dialogue_dev_select,decoder,0,raw,1.0,official_standard
fixed,ascend,whisper,seame_dev_man,decoder,0,raw,1.0,official_standard
fixed,ascend,whisper,seame_dev_sge,decoder,0,raw,1.0,official_standard
fixed,ascend,whisper,ascend_eval,decoder,0,raw,1.0,official_standard
fixed,ascend,whisper,cs_dialogue_dev_select,decoder,0,raw,2.0,greedy
fixed,ascend,whisper,seame_dev_man,decoder,0,raw,2.0,greedy
fixed,ascend,whisper,seame_dev_sge,decoder,0,raw,2.0,greedy
fixed,ascend,whisper,ascend_eval,decoder,0,raw,2.0,greedy
fixed,ascend,whisper,cs_dialogue_dev_select,decoder,0,raw,2.0,official_standard
fixed,ascend,whisper,seame_dev_man,decoder,0,raw,2.0,official_standard
fixed,ascend,whisper,seame_dev_sge,decoder,0,raw,2.0,official_standard
fixed,ascend,whisper,ascend_eval,decoder,0,raw,2.0,official_standard
fixed,ascend,whisper,cs_dialogue_dev_select,decoder,0,raw,4.0,greedy
fixed,ascend,whisper,seame_dev_man,decoder,0,raw,4.0,greedy
fixed,ascend,whisper,seame_dev_sge,decoder,0,raw,4.0,greedy
fixed,ascend,whisper,ascend_eval,decoder,0,raw,4.0,greedy
fixed,ascend,whisper,cs_dialogue_dev_select,decoder,0,raw,4.0,official_standard
fixed,ascend,whisper,seame_dev_man,decoder,0,raw,4.0,official_standard
fixed,ascend,whisper,seame_dev_sge,decoder,0,raw,4.0,official_standard
fixed,ascend,whisper,ascend_eval,decoder,0,raw,4.0,official_standard
fixed,ascend,whisper,cs_dialogue_dev_select,decoder,0,raw,6.0,greedy
fixed,ascend,whisper,seame_dev_man,decoder,0,raw,6.0,greedy
fixed,ascend,whisper,seame_dev_sge,decoder,0,raw,6.0,greedy
fixed,ascend,whisper,ascend_eval,decoder,0,raw,6.0,greedy
fixed,ascend,whisper,cs_dialogue_dev_select,decoder,0,raw,6.0,official_standard
fixed,ascend,whisper,seame_dev_man,decoder,0,raw,6.0,official_standard
fixed,ascend,whisper,seame_dev_sge,decoder,0,raw,6.0,official_standard
fixed,ascend,whisper,ascend_eval,decoder,0,raw,6.0,official_standard
fixed,ascend,whisper,cs_dialogue_dev_select,decoder,1,raw,0.5,greedy
fixed,ascend,whisper,seame_dev_man,decoder,1,raw,0.5,greedy
fixed,ascend,whisper,seame_dev_sge,decoder,1,raw,0.5,greedy
fixed,ascend,whisper,ascend_eval,decoder,1,raw,0.5,greedy
fixed,ascend,whisper,cs_dialogue_dev_select,decoder,1,raw,0.5,official_standard
fixed,ascend,whisper,seame_dev_man,decoder,1,raw,0.5,official_standard
fixed,ascend,whisper,seame_dev_sge,decoder,1,raw,0.5,official_standard
fixed,ascend,whisper,ascend_eval,decoder,1,raw,0.5,official_standard
fixed,ascend,whisper,cs_dialogue_dev_select,decoder,1,raw,1.0,greedy
fixed,ascend,whisper,seame_dev_man,decoder,1,raw,1.0,greedy
fixed,ascend,whisper,seame_dev_sge,decoder,1,raw,1.0,greedy
fixed,ascend,whisper,ascend_eval,decoder,1,raw,1.0,greedy
fixed,ascend,whisper,cs_dialogue_dev_select,decoder,1,raw,1.0,official_standard
fixed,ascend,whisper,seame_dev_man,decoder,1,raw,1.0,official_standard
fixed,ascend,whisper,seame_dev_sge,decoder,1,raw,1.0,official_standard
fixed,ascend,whisper,ascend_eval,decoder,1,raw,1.0,official_standard
fixed,ascend,whisper,cs_dialogue_dev_select,decoder,1,raw,2.0,greedy
fixed,ascend,whisper,seame_dev_man,decoder,1,raw,2.0,greedy
fixed,ascend,whisper,seame_dev_sge,decoder,1,raw,2.0,greedy
fixed,ascend,whisper,ascend_eval,decoder,1,raw,2.0,greedy
fixed,ascend,whisper,cs_dialogue_dev_select,decoder,1,raw,2.0,official_standard
fixed,ascend,whisper,seame_dev_man,decoder,1,raw,2.0,official_standard
fixed,ascend,whisper,seame_dev_sge,decoder,1,raw,2.0,official_standard
fixed,ascend,whisper,ascend_eval,decoder,1,raw,2.0,official_standard
fixed,ascend,whisper,cs_dialogue_dev_select,decoder,1,raw,4.0,greedy
fixed,ascend,whisper,seame_dev_man,decoder,1,raw,4.0,greedy
fixed,ascend,whisper,seame_dev_sge,decoder,1,raw,4.0,greedy
fixed,ascend,whisper,ascend_eval,decoder,1,raw,4.0,greedy
fixed,ascend,whisper,cs_dialogue_dev_select,decoder,1,raw,4.0,official_standard
fixed,ascend,whisper,seame_dev_man,decoder,1,raw,4.0,official_standard
fixed,ascend,whisper,seame_dev_sge,decoder,1,raw,4.0,official_standard
fixed,ascend,whisper,ascend_eval,decoder,1,raw,4.0,official_standard
fixed,ascend,whisper,cs_dialogue_dev_select,decoder,1,raw,6.0,greedy
fixed,ascend,whisper,seame_dev_man,decoder,1,raw,6.0,greedy
fixed,ascend,whisper,seame_dev_sge,decoder,1,raw,6.0,greedy
fixed,ascend,whisper,ascend_eval,decoder,1,raw,6.0,greedy
fixed,ascend,whisper,cs_dialogue_dev_select,decoder,1,raw,6.0,official_standard
fixed,ascend,whisper,seame_dev_man,decoder,1,raw,6.0,official_standard
fixed,ascend,whisper,seame_dev_sge,decoder,1,raw,6.0,official_standard
fixed,ascend,whisper,ascend_eval,decoder,1,raw,6.0,official_standard
fixed,ascend,whisper,cs_dialogue_dev_select,decoder,2,raw,0.5,greedy
fixed,ascend,whisper,seame_dev_man,decoder,2,raw,0.5,greedy
fixed,ascend,whisper,seame_dev_sge,decoder,2,raw,0.5,greedy
fixed,ascend,whisper,ascend_eval,decoder,2,raw,0.5,greedy
fixed,ascend,whisper,cs_dialogue_dev_select,decoder,2,raw,0.5,official_standard
fixed,ascend,whisper,seame_dev_man,decoder,2,raw,0.5,official_standard
fixed,ascend,whisper,seame_dev_sge,decoder,2,raw,0.5,official_standard
fixed,ascend,whisper,ascend_eval,decoder,2,raw,0.5,official_standard
fixed,ascend,whisper,cs_dialogue_dev_select,decoder,2,raw,1.0,greedy
fixed,ascend,whisper,seame_dev_man,decoder,2,raw,1.0,greedy
fixed,ascend,whisper,seame_dev_sge,decoder,2,raw,1.0,greedy
fixed,ascend,whisper,ascend_eval,decoder,2,raw,1.0,greedy
fixed,ascend,whisper,cs_dialogue_dev_select,decoder,2,raw,1.0,official_standard
fixed,ascend,whisper,seame_dev_man,decoder,2,raw,1.0,official_standard
fixed,ascend,whisper,seame_dev_sge,decoder,2,raw,1.0,official_standard
fixed,ascend,whisper,ascend_eval,decoder,2,raw,1.0,official_standard
fixed,ascend,whisper,cs_dialogue_dev_select,decoder,2,raw,2.0,greedy
fixed,ascend,whisper,seame_dev_man,decoder,2,raw,2.0,greedy
fixed,ascend,whisper,seame_dev_sge,decoder,2,raw,2.0,greedy
fixed,ascend,whisper,ascend_eval,decoder,2,raw,2.0,greedy
fixed,ascend,whisper,cs_dialogue_dev_select,decoder,2,raw,2.0,official_standard
fixed,ascend,whisper,seame_dev_man,decoder,2,raw,2.0,official_standard
fixed,ascend,whisper,seame_dev_sge,decoder,2,raw,2.0,official_standard
fixed,ascend,whisper,ascend_eval,decoder,2,raw,2.0,official_standard
fixed,ascend,whisper,cs_dialogue_dev_select,decoder,2,raw,4.0,greedy
fixed,ascend,whisper,seame_dev_man,decoder,2,raw,4.0,greedy
fixed,ascend,whisper,seame_dev_sge,decoder,2,raw,4.0,greedy
fixed,ascend,whisper,ascend_eval,decoder,2,raw,4.0,greedy
fixed,ascend,whisper,cs_dialogue_dev_select,decoder,2,raw,4.0,official_standard
fixed,ascend,whisper,seame_dev_man,decoder,2,raw,4.0,official_standard
fixed,ascend,whisper,seame_dev_sge,decoder,2,raw,4.0,official_standard
fixed,ascend,whisper,ascend_eval,decoder,2,raw,4.0,official_standard
fixed,ascend,whisper,cs_dialogue_dev_select,decoder,2,raw,6.0,greedy
fixed,ascend,whisper,seame_dev_man,decoder,2,raw,6.0,greedy
fixed,ascend,whisper,seame_dev_sge,decoder,2,raw,6.0,greedy
fixed,ascend,whisper,ascend_eval,decoder,2,raw,6.0,greedy
fixed,ascend,whisper,cs_dialogue_dev_select,decoder,2,raw,6.0,official_standard
fixed,ascend,whisper,seame_dev_man,decoder,2,raw,6.0,official_standard
fixed,ascend,whisper,seame_dev_sge,decoder,2,raw,6.0,official_standard
fixed,ascend,whisper,ascend_eval,decoder,2,raw,6.0,official_standard
fixed,ascend,whisper,cs_dialogue_dev_select,decoder,3,raw,0.5,greedy
fixed,ascend,whisper,seame_dev_man,decoder,3,raw,0.5,greedy
fixed,ascend,whisper,seame_dev_sge,decoder,3,raw,0.5,greedy
fixed,ascend,whisper,ascend_eval,decoder,3,raw,0.5,greedy
fixed,ascend,whisper,cs_dialogue_dev_select,decoder,3,raw,0.5,official_standard
fixed,ascend,whisper,seame_dev_man,decoder,3,raw,0.5,official_standard
fixed,ascend,whisper,seame_dev_sge,decoder,3,raw,0.5,official_standard
fixed,ascend,whisper,ascend_eval,decoder,3,raw,0.5,official_standard
fixed,ascend,whisper,cs_dialogue_dev_select,decoder,3,raw,1.0,greedy
fixed,ascend,whisper,seame_dev_man,decoder,3,raw,1.0,greedy
fixed,ascend,whisper,seame_dev_sge,decoder,3,raw,1.0,greedy
fixed,ascend,whisper,ascend_eval,decoder,3,raw,1.0,greedy
fixed,ascend,whisper,cs_dialogue_dev_select,decoder,3,raw,1.0,official_standard
fixed,ascend,whisper,seame_dev_man,decoder,3,raw,1.0,official_standard
fixed,ascend,whisper,seame_dev_sge,decoder,3,raw,1.0,official_standard
fixed,ascend,whisper,ascend_eval,decoder,3,raw,1.0,official_standard
fixed,ascend,whisper,cs_dialogue_dev_select,decoder,3,raw,2.0,greedy
fixed,ascend,whisper,seame_dev_man,decoder,3,raw,2.0,greedy
fixed,ascend,whisper,seame_dev_sge,decoder,3,raw,2.0,greedy
fixed,ascend,whisper,ascend_eval,decoder,3,raw,2.0,greedy
fixed,ascend,whisper,cs_dialogue_dev_select,decoder,3,raw,2.0,official_standard
fixed,ascend,whisper,seame_dev_man,decoder,3,raw,2.0,official_standard
fixed,ascend,whisper,seame_dev_sge,decoder,3,raw,2.0,official_standard
fixed,ascend,whisper,ascend_eval,decoder,3,raw,2.0,official_standard
fixed,ascend,whisper,cs_dialogue_dev_select,decoder,3,raw,4.0,greedy
fixed,ascend,whisper,seame_dev_man,decoder,3,raw,4.0,greedy
fixed,ascend,whisper,seame_dev_sge,decoder,3,raw,4.0,greedy
fixed,ascend,whisper,ascend_eval,decoder,3,raw,4.0,greedy
fixed,ascend,whisper,cs_dialogue_dev_select,decoder,3,raw,4.0,official_standard
fixed,ascend,whisper,seame_dev_man,decoder,3,raw,4.0,official_standard
fixed,ascend,whisper,seame_dev_sge,decoder,3,raw,4.0,official_standard
fixed,ascend,whisper,ascend_eval,decoder,3,raw,4.0,official_standard
fixed,ascend,whisper,cs_dialogue_dev_select,decoder,3,raw,6.0,greedy
fixed,ascend,whisper,seame_dev_man,decoder,3,raw,6.0,greedy
fixed,ascend,whisper,seame_dev_sge,decoder,3,raw,6.0,greedy
fixed,ascend,whisper,ascend_eval,decoder,3,raw,6.0,greedy
fixed,ascend,whisper,cs_dialogue_dev_select,decoder,3,raw,6.0,official_standard
fixed,ascend,whisper,seame_dev_man,decoder,3,raw,6.0,official_standard
fixed,ascend,whisper,seame_dev_sge,decoder,3,raw,6.0,official_standard
fixed,ascend,whisper,ascend_eval,decoder,3,raw,6.0,official_standard
fixed,ascend,whisper,cs_dialogue_dev_select,decoder,4,raw,0.5,greedy
fixed,ascend,whisper,seame_dev_man,decoder,4,raw,0.5,greedy
fixed,ascend,whisper,seame_dev_sge,decoder,4,raw,0.5,greedy
fixed,ascend,whisper,ascend_eval,decoder,4,raw,0.5,greedy
fixed,ascend,whisper,cs_dialogue_dev_select,decoder,4,raw,0.5,official_standard
fixed,ascend,whisper,seame_dev_man,decoder,4,raw,0.5,official_standard
fixed,ascend,whisper,seame_dev_sge,decoder,4,raw,0.5,official_standard
fixed,ascend,whisper,ascend_eval,decoder,4,raw,0.5,official_standard
fixed,ascend,whisper,cs_dialogue_dev_select,decoder,4,raw,1.0,greedy
fixed,ascend,whisper,seame_dev_man,decoder,4,raw,1.0,greedy
fixed,ascend,whisper,seame_dev_sge,decoder,4,raw,1.0,greedy
fixed,ascend,whisper,ascend_eval,decoder,4,raw,1.0,greedy
fixed,ascend,whisper,cs_dialogue_dev_select,decoder,4,raw,1.0,official_standard
fixed,ascend,whisper,seame_dev_man,decoder,4,raw,1.0,official_standard
fixed,ascend,whisper,seame_dev_sge,decoder,4,raw,1.0,official_standard
fixed,ascend,whisper,ascend_eval,decoder,4,raw,1.0,official_standard
fixed,ascend,whisper,cs_dialogue_dev_select,decoder,4,raw,2.0,greedy
fixed,ascend,whisper,seame_dev_man,decoder,4,raw,2.0,greedy
fixed,ascend,whisper,seame_dev_sge,decoder,4,raw,2.0,greedy
fixed,ascend,whisper,ascend_eval,decoder,4,raw,2.0,greedy
fixed,ascend,whisper,cs_dialogue_dev_select,decoder,4,raw,2.0,official_standard
fixed,ascend,whisper,seame_dev_man,decoder,4,raw,2.0,official_standard
fixed,ascend,whisper,seame_dev_sge,decoder,4,raw,2.0,official_standard
fixed,ascend,whisper,ascend_eval,decoder,4,raw,2.0,official_standard
fixed,ascend,whisper,cs_dialogue_dev_select,decoder,4,raw,4.0,greedy
fixed,ascend,whisper,seame_dev_man,decoder,4,raw,4.0,greedy
fixed,ascend,whisper,seame_dev_sge,decoder,4,raw,4.0,greedy
fixed,ascend,whisper,ascend_eval,decoder,4,raw,4.0,greedy
fixed,ascend,whisper,cs_dialogue_dev_select,decoder,4,raw,4.0,official_standard
fixed,ascend,whisper,seame_dev_man,decoder,4,raw,4.0,official_standard
fixed,ascend,whisper,seame_dev_sge,decoder,4,raw,4.0,official_standard
fixed,ascend,whisper,ascend_eval,decoder,4,raw,4.0,official_standard
fixed,ascend,whisper,cs_dialogue_dev_select,decoder,4,raw,6.0,greedy
fixed,ascend,whisper,seame_dev_man,decoder,4,raw,6.0,greedy
fixed,ascend,whisper,seame_dev_sge,decoder,4,raw,6.0,greedy
fixed,ascend,whisper,ascend_eval,decoder,4,raw,6.0,greedy
fixed,ascend,whisper,cs_dialogue_dev_select,decoder,4,raw,6.0,official_standard
fixed,ascend,whisper,seame_dev_man,decoder,4,raw,6.0,official_standard
fixed,ascend,whisper,seame_dev_sge,decoder,4,raw,6.0,official_standard
fixed,ascend,whisper,ascend_eval,decoder,4,raw,6.0,official_standard
fixed,ascend,whisper,cs_dialogue_dev_select,decoder,5,raw,0.5,greedy
fixed,ascend,whisper,seame_dev_man,decoder,5,raw,0.5,greedy
fixed,ascend,whisper,seame_dev_sge,decoder,5,raw,0.5,greedy
fixed,ascend,whisper,ascend_eval,decoder,5,raw,0.5,greedy
fixed,ascend,whisper,cs_dialogue_dev_select,decoder,5,raw,0.5,official_standard
fixed,ascend,whisper,seame_dev_man,decoder,5,raw,0.5,official_standard
fixed,ascend,whisper,seame_dev_sge,decoder,5,raw,0.5,official_standard
fixed,ascend,whisper,ascend_eval,decoder,5,raw,0.5,official_standard
fixed,ascend,whisper,cs_dialogue_dev_select,decoder,5,raw,1.0,greedy
fixed,ascend,whisper,seame_dev_man,decoder,5,raw,1.0,greedy
fixed,ascend,whisper,seame_dev_sge,decoder,5,raw,1.0,greedy
fixed,ascend,whisper,ascend_eval,decoder,5,raw,1.0,greedy
fixed,ascend,whisper,cs_dialogue_dev_select,decoder,5,raw,1.0,official_standard
fixed,ascend,whisper,seame_dev_man,decoder,5,raw,1.0,official_standard
fixed,ascend,whisper,seame_dev_sge,decoder,5,raw,1.0,official_standard
fixed,ascend,whisper,ascend_eval,decoder,5,raw,1.0,official_standard
fixed,ascend,whisper,cs_dialogue_dev_select,decoder,5,raw,2.0,greedy
fixed,ascend,whisper,seame_dev_man,decoder,5,raw,2.0,greedy
fixed,ascend,whisper,seame_dev_sge,decoder,5,raw,2.0,greedy
fixed,ascend,whisper,ascend_eval,decoder,5,raw,2.0,greedy
fixed,ascend,whisper,cs_dialogue_dev_select,decoder,5,raw,2.0,official_standard
fixed,ascend,whisper,seame_dev_man,decoder,5,raw,2.0,official_standard
fixed,ascend,whisper,seame_dev_sge,decoder,5,raw,2.0,official_standard
fixed,ascend,whisper,ascend_eval,decoder,5,raw,2.0,official_standard
fixed,ascend,whisper,cs_dialogue_dev_select,decoder,5,raw,4.0,greedy
fixed,ascend,whisper,seame_dev_man,decoder,5,raw,4.0,greedy
fixed,ascend,whisper,seame_dev_sge,decoder,5,raw,4.0,greedy
fixed,ascend,whisper,ascend_eval,decoder,5,raw,4.0,greedy
fixed,ascend,whisper,cs_dialogue_dev_select,decoder,5,raw,4.0,official_standard
fixed,ascend,whisper,seame_dev_man,decoder,5,raw,4.0,official_standard
fixed,ascend,whisper,seame_dev_sge,decoder,5,raw,4.0,official_standard
fixed,ascend,whisper,ascend_eval,decoder,5,raw,4.0,official_standard
fixed,ascend,whisper,cs_dialogue_dev_select,decoder,5,raw,6.0,greedy
fixed,ascend,whisper,seame_dev_man,decoder,5,raw,6.0,greedy
fixed,ascend,whisper,seame_dev_sge,decoder,5,raw,6.0,greedy
fixed,ascend,whisper,ascend_eval,decoder,5,raw,6.0,greedy
fixed,ascend,whisper,cs_dialogue_dev_select,decoder,5,raw,6.0,official_standard
fixed,ascend,whisper,seame_dev_man,decoder,5,raw,6.0,official_standard
fixed,ascend,whisper,seame_dev_sge,decoder,5,raw,6.0,official_standard
fixed,ascend,whisper,ascend_eval,decoder,5,raw,6.0,official_standard
fixed,ascend,whisper,cs_dialogue_dev_select,decoder,6,raw,0.5,greedy
fixed,ascend,whisper,seame_dev_man,decoder,6,raw,0.5,greedy
fixed,ascend,whisper,seame_dev_sge,decoder,6,raw,0.5,greedy
fixed,ascend,whisper,ascend_eval,decoder,6,raw,0.5,greedy
fixed,ascend,whisper,cs_dialogue_dev_select,decoder,6,raw,0.5,official_standard
fixed,ascend,whisper,seame_dev_man,decoder,6,raw,0.5,official_standard
fixed,ascend,whisper,seame_dev_sge,decoder,6,raw,0.5,official_standard
